id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,masterCategoryEncoded,subCategoryEncoded,articleTypeEncoded,imagePath
12859,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Lee Cooper Men Formal Black Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12859.jpg
21075,Men,Footwear,Sandal,Sandals,Brown,Spring,2012.0,Casual,Clarks Men Brown Leather Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/21075.jpg
15240,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Valley-Fdt Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15240.jpg
26634,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Puma Men Future Cat Red Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26634.jpg
22294,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22294.jpg
18907,Men,Footwear,Flip Flops,Flip Flops,Red,Spring,2012.0,Casual,ADIDAS Men Adi Linear Red Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/18907.jpg
11284,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11284.jpg
21623,Women,Apparel,Innerwear,Bra,Teal,Summer,2014.0,Casual,Enamor Women Teal Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21623.jpg
15416,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Fila Men New Percorso Tech Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15416.jpg
14359,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14359.jpg
20950,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Distorted Blue Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/20950.jpg
12892,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Casual Black Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12892.jpg
28133,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Black Brief 8044,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28133.jpg
15885,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2012.0,Casual,Warner Bros Kids Unisex TJ Chase Casual Navy Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15885.jpg
22851,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22851.jpg
11841,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Playboy Men Casual Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/11841.jpg
19022,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Trendy Tan Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/19022.jpg
2389,Men,Footwear,Shoes,Casual Shoes,White,Winter,2018.0,Casual,Red Tape Men Casual White Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2389.jpg
17970,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Hopper Black Sandal,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/17970.jpg
28791,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Denizen Men Black Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/28791.jpg
18560,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Casual Blue Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/18560.jpg
12866,Men,Footwear,Sandal,Sandals,Black,Spring,2012.0,Casual,Lee Cooper Men Casual Black Slippers,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/12866.jpg
15871,Girls,Footwear,Shoes,Casual Shoes,Pink,Winter,2012.0,Casual,Warner Bros Kids Girls TJ Notebook Canvas Pink Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15871.jpg
21624,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Enamor Women Smooth Black Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21624.jpg
26633,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Future Cat M2 White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26633.jpg
11283,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Wrangler Men Blue Texas Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11283.jpg
18558,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Casual Tan Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/18558.jpg
27385,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016.0,Casual,2go Active Gear USA Men Lounge Set,0,5,33,/content/drive/MyDrive/ML Project Team/dataset/images/27385.jpg
15247,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Superstar 11 IS Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15247.jpg
14395,Women,Footwear,Shoes,Heels,Pink,Summer,2012.0,Casual,Enroute Women Casual Pink Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14395.jpg
15849,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Safari Flop Red Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/15849.jpg
13382,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Femmes Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13382.jpg
13144,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc 5 Women Casual Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13144.jpg
13978,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Wirko White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13978.jpg
14361,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14361.jpg
13376,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Timberland Women Femmes Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13376.jpg
27143,Women,Apparel,Innerwear,Bra,White,Summer,2012.0,Casual,Miss-T White Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27143.jpg
11879,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Formal Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/11879.jpg
22869,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22869.jpg
22267,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Wedges,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22267.jpg
24190,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Converse Unisex Chuck Taylor White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24190.jpg
18755,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,Arrow Woman Kaya Blue Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/18755.jpg
19687,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Washed Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/19687.jpg
15876,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Beach Slipper Red Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/15876.jpg
12861,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Lee Cooper Men Formal Black Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12861.jpg
24993,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Navy Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/24993.jpg
19025,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Peep Toe Blue Peep Toes,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/19025.jpg
22258,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Inc. 5 Women Casual Blue Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22258.jpg
22856,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22856.jpg
27518,Women,Apparel,Innerwear,Briefs,White,Winter,2015.0,Casual,Jockey Lace Stretch White Boy Leg Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27518.jpg
11846,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Playboy Men Red Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/11846.jpg
13349,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/13349.jpg
28134,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Charcoal Brief 8044,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28134.jpg
27940,Women,Apparel,Bottomwear,Jeans,Turquoise Blue,Summer,2012.0,Casual,Jealous 21 Women Turquoise Blue Magic Colour Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/27940.jpg
15882,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15882.jpg
20957,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,ADIDAS Men Numbers Grey Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/20957.jpg
15271,Women,Footwear,Shoes,Casual Shoes,Silver,Fall,2011.0,Casual,ADIDAS Originals Women Top Ten HI Sleek Silver Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15271.jpg
13186,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Black Stradd Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13186.jpg
12868,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Lee Cooper Men Formal Black Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12868.jpg
24704,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Puma Men Black Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/24704.jpg
2387,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2387.jpg
22097,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22097.jpg
21612,Women,Apparel,Innerwear,Bra,Skin,Summer,2014.0,Casual,Enamor Women Smooth Skin Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21612.jpg
10155,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Tr Bal Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/10155.jpg
12430,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Timberland Men Casual Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12430.jpg
2373,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Brown Formal Men's Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/2373.jpg
27511,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017.0,Casual,Jockey Lace Stretch Pink Bikini Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27511.jpg
14501,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14501.jpg
11241,Women,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,Flying Machine Women Veron Grey Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11241.jpg
22251,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ID Men Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22251.jpg
14357,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14357.jpg
13172,Men,Footwear,Sandal,Sandals,Brown,Fall,2012.0,Casual,Skechers Men Summers Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/13172.jpg
28901,Women,Apparel,Innerwear,Briefs,Purple,Fall,2012.0,Casual,Enamor Women Purple Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28901.jpg
20350,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/20350.jpg
18135,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Grey,Summer,2016.0,Casual,Crusoe Men Sport Dark Grey Shorts,0,5,30,/content/drive/MyDrive/ML Project Team/dataset/images/18135.jpg
18909,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Men Adi Linear Black Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/18909.jpg
11884,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Franco Leone Men Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/11884.jpg
22894,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Woodland Men Camel Casual Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/22894.jpg
27982,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey ZONE Men Zone Charcoal Brief US14,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27982.jpg
18551,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women  Brown Casual Shoe,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/18551.jpg
12857,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Lee Cooper Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12857.jpg
13985,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Jiyu 2 Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13985.jpg
28102,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Jockey COMFPLUS Men Grey Y Front Briefs 8004,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28102.jpg
27976,Men,Apparel,Innerwear,Briefs,Charcoal,Winter,2016.0,Casual,Jockey Men Charcoal Zone Stretch Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27976.jpg
27378,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/27378.jpg
28330,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/28330.jpg
14368,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14368.jpg
24199,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/24199.jpg
11870,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Franco Leone Men Formal Brown Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/11870.jpg
22860,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Woodland Men Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22860.jpg
13347,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/13347.jpg
2710,Girls,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Daisy Kidswear,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/2710.jpg
20357,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/20357.jpg
14350,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14350.jpg
22256,Women,Footwear,Shoes,Flats,Red,Fall,2011.0,Casual,Inc. 5 Women Casual Red Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/22256.jpg
27516,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Jockey Lace Stretch Black Boy Leg Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27516.jpg
2374,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Semi Casual Men's Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2374.jpg
22858,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Camel Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22858.jpg
11848,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Playboy Men Black Flip Flop,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/11848.jpg
14506,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14506.jpg
20733,Women,Footwear,Shoes,Heels,Grey,Summer,2012.0,Casual,Enroute Women Grey Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/20733.jpg
10360,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/10360.jpg
17979,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Unisex Black Hip Hop Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17979.jpg
2380,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Black Men Semi Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2380.jpg
21615,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Enamor Women Smooth Purple Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21615.jpg
10152,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Rockport Men TR Bal Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/10152.jpg
15878,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Big Face Yellow Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/15878.jpg
11877,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Franco Leone Men Casual Brown Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/11877.jpg
22867,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22867.jpg
22269,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,Inc. 5 Women Casual Blue Wedges,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/22269.jpg
11279,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11279.jpg
13976,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,Puma Unisex Jive Navy Blue Slippers,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/13976.jpg
13378,Unisex,Footwear,Shoes,Casual Shoes,Pink,Fall,2011.0,Casual,Timberland Unisex Infant Pink Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13378.jpg
27971,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Jockey Men Green and Black Innerwear Vest,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/27971.jpg
28105,Men,Apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,Jockey MODERN CLASSIC Men Black Boxer 8009,0,4,5,/content/drive/MyDrive/ML Project Team/dataset/images/28105.jpg
18556,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/18556.jpg
15249,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Samba Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15249.jpg
15847,Unisex,Footwear,Sandal,Sandals,Blue,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Fly Clog Blue Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/15847.jpg
27985,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey ZONE Men Zone Navy Blue Brief US14,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27985.jpg
11883,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Franco Leone Men Formal Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/11883.jpg
22893,Men,Footwear,Sandal,Sandals,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/22893.jpg
25018,Women,Footwear,Shoes,Flats,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Blue Ballerinas,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/25018.jpg
19040,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/19040.jpg
22833,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2016.0,Casual,Woodland Men Olive Green Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22833.jpg
11823,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2013.0,Casual,Playboy Men Casual Green Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/11823.jpg
20758,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Carlton London Women Casual Black Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/20758.jpg
28151,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Jockey SPORT Men Power Back Basic Black Innerwear Vest 9925,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/28151.jpg
14935,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Casual,Status Quo Men Check Navy Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/14935.jpg
2549,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2011.0,Casual,Numero Uno Men's Casual Graphic Red Flip Flop,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/2549.jpg
24768,Men,Footwear,Flip Flops,Flip Flops,Grey,Spring,2011.0,Casual,Spalding Men Grey Flip-Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/24768.jpg
15813,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Facit Men Trophy BKN White Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15813.jpg
25488,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Backboard Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/25488.jpg
18166,Girls,Apparel,Dress,Dresses,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/18166.jpg
26669,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Rebound White Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26669.jpg
13121,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Lee Cooper Men Formal Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13121.jpg
25443,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Nike Men Dunk Low Maroon Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/25443.jpg
22454,Women,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Casual,Myntra Women Red Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/22454.jpg
14552,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men TNT 5 Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14552.jpg
20767,Women,Footwear,Shoes,Flats,Brown,Summer,2011.0,Casual,Carlton London Women Classy Brown Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/20767.jpg
13545,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Carlton London Women Casual Black Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/13545.jpg
21641,Women,Apparel,Innerwear,Bra,Skin,Summer,2018.0,Casual,Enamor Women Lift Skin Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21641.jpg
26656,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Sports,Puma Women Maya Shimmer Black Sports Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26656.jpg
